id,text,category
609,"[CQ:face,id=264][CQ:face,id=264]",normal
610,她说去年前年疫情期间出题太简单了,normal
611,我也都是只用模板,normal
612,对,normal
613,大物你做考题做到的还不如作业题多,normal
614,6的,normal
615,主要最开始就用qq浏览器,normal
616,你阶段测试没测叭,normal
617,反正我被冻毁了,normal
618,变得更优秀,normal
619,或者考前一天你们考我，我给大伙透题也行,normal
620,同学们好，这是我们学校勤工俭学协会服务中心的QQ群，想做兼职的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：691237458。,fraud
621,"[CQ:reply,id=2032872][CQ:at,qq=2788869118] [CQ:at,qq=2788869118] 配电室",normal
622,rc也难,normal
623,"[CQ:reply,id=-969238273][CQ:at,qq=927738956] [CQ:at,qq=927738956] 哈哈",normal
624,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：639514782，一起参与公益活动吧,fraud
625,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：741369285，详聊,fraud
626,兼职勤工俭学机会来了，每日结算，待遇优厚。加入QQ群：638591247，了解更多详情。,fraud
627,不然校赛都过不了,normal
628,这不是能扯皮?,normal
629,我能拿20w就心满意足了,normal
630,什么原因？,normal
631,"约的今天下午的体测现在可以去吗[CQ:face,id=344]",normal
632,不冰不喝,normal
633,这种风评会有本校学生去读吗,normal
634,主要是人家也要洗,normal
635,区别不大,normal
636,招募10位勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职，无需出校门。欢迎加入QQ群：912734658，一起赚钱,fraud
637,"[CQ:reply,id=-234199046]好家伙",normal
638,"[CQ:reply,id=-1778497829]不一定可以",normal
639,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：821943567，获取更多信息。,fraud
640,勤工俭学机会来啦，日结180元，无需押金，线上兼职。加入我们的QQ群：456913827，和小伙伴们一起赚外快吧,fraud
641,"[CQ:face,id=277]?",normal
642,玩32的佬有用cubemx的吗,normal
643,应该挺快的,normal
644,这工训中心?,normal
645,午睡了家人们,normal
646,西交软院,normal
647,我直接砸100意愿值,normal
648,捞我捞我,normal
649,"[CQ:face,id=264]感觉跨保专业最顺利的就西交了",normal
650,c9量化金融硕前景咋样,normal
651,因为要跟着主校的那个二维码啥的，都是机器录的,normal
652,有偿求形势与政策实践队伍,normal
653,万方不准,normal
654,C盘满了怎么清啊,normal
655,这是为什么,normal
656,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：932568147，一起赚钱,fraud
657,算法题真得自己写才能会,normal
658,我去美团的同学转正以后有21k,normal
659,事情比较多,normal
660,老师还问我为啥会分到大英一,normal
661,龙王要产业化升级啊,normal
662,cao,normal
663,帅的很难没谈过吧,normal
664,阁下又该如何应对,normal
665,嗯,normal
666,"情商高且正派的人身边从来不会缺异性的[CQ:face,id=344]",normal
667,头一次见转光电的,normal
668,哈哈，我刚刷到那个视频,normal
669,但我看老师也挺厉害的,normal
670,怕别去,normal
671,寄！,normal
672,如果阿德巴约除去,normal
673,不是舰艇学院的学生带我们军训嘛,normal
674,最重要的就是人品好不好,normal
675,这大黑楼附近怎么也没车,normal
676,我去看看体育馆群里那位大官员,normal
677,不知道为啥冒出来个一学期一测,normal
678,招募10位勤工俭学同学（男女不限），日结150-200元，线上兼职，无需出校门。欢迎加入QQ群：974523681，一起赚钱,fraud
679,我感觉看体重没用,normal
680,除了电信呢,normal
681,管理快来,normal
682,哪个班,normal
683,"[CQ:reply,id=97246806]",normal
684,馆里没办法,normal
685,？？好奇怪呀，没有情商就去学呀，为啥要用情商低来标榜自己的纯情,normal
686,46面,normal
687,"有人辅修过英语吗[CQ:face,id=297][CQ:face,id=297][CQ:face,id=297]",normal
688,"你能加到微信吗？[CQ:face,id=178][CQ:face,id=178]",normal
689,不是 这密码自动,normal
690,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：639147528。,fraud
691,工科基本都上交,normal
692,基本上女生都是爱漂亮的多,normal
693,劝不了  没恋爱过,normal
694,我今天也丢脸了,normal
695,估计20%左右,normal
696,他是一里出现的吗,normal
697,我觉得rank是最实在的,normal
698,"[CQ:reply,id=1058857327][CQ:at,qq=2567111255] [CQ:at,qq=2567111255] xd是真卷[CQ:face,id=264]",normal
699,龙王塘吗,normal
700,自动化感觉不行啊,normal
701,坏了，我到现在不知道你们说的是啥,normal
702,选Stephen,normal
703,"[CQ:reply,id=1756330548]有这么夸张吗",normal
704,小学生都会唱,normal
705,组里不方便打游戏,normal
706,孙伟峰田园覃振权怎么你了,normal
707,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：574291386，一起赚钱,fraud
708,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息。群号：697438215。,fraud
709,有没有过来人讲讲，可不可以把保研当保底，保不到自己想要的学校再出国,normal
710,三观不同不一定下头,normal
711,研究生的老师,normal
712,speexx好像是只有大一的时候有,normal
713,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：647829513，详聊,fraud
714,多虑了呐,normal
715,那东西把你们当小白鼠,normal
716,感觉像看我小侄子说上清华还是上北大,normal
717,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息。群号：697315824。,fraud
718,"[CQ:face,id=178]",normal
719,过几年中小互联网企业还有机会发展吗,normal
720,不是结束,normal
721,硕士有一篇够毕业了不,normal
722,没啥情况啊,normal
723,跑步几秒钟排队两小时是吧,normal
724,李哥真可爱,normal
725,怕疼喵,normal
726,好像还真装空调,normal
727,给个网址,normal
728,好像是,normal
729,好好谢谢,normal
730,今天还和我说,normal
731,第二次4.5,normal
732,我靠,normal
733,旦旦大数据有笔试，不知道电信搞不搞,normal
734,没几个考上的,normal
735,我们一直联系着的,normal
736,"[CQ:reply,id=1638672936]sz",normal
737,北交肯定oq了?,normal
738,"[CQ:reply,id=-1992113968]官网",normal
739,很快就出国奖了？,normal
740,不过几乎学不到啥东西,normal
741,谢谢兄弟,normal
742,大部分95➕5,normal
743,扯淡呢,normal
744,那得别的学校,normal
745,"[CQ:reply,id=409230669][CQ:at,qq=1366514757] [CQ:at,qq=1366514757] 保研加分",normal
746,出软件22年数据库，操作系统期末真题,normal
747,"[CQ:face,id=277]",normal
748,只是小班单独上课,normal
749,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：835129476，赶紧加入吧,fraud
750,"[CQ:reply,id=-1610897430]标准",normal
751,"[CQ:reply,id=1077040584]谢谢",normal
752,早知道伤心总是难免的～,normal
753,不知道啊,normal
754,电深,normal
755,这不是开玩笑吗？,normal
756,做完直接去计算所,normal
757,急，怎么选兄弟们,normal
758,我超 慈善大使,normal
759,应该是,normal
760,"[CQ:face,id=264][CQ:face,id=2]",normal
761,体测不是按年算的,normal
762,你们都不考虑南大吗,normal
763,小学期几周啊,normal
764,圆通,normal
765,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：526319487，一起参与公益活动吧,fraud
766,"[CQ:at,qq=2328009408]",normal
767,大部分人选了嵌入式，毕业不一定干这行,normal
768,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：679543218。,fraud
769,舍友是变态怎么办,normal
770,控制类就是小车吗,normal
771,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：527486319，一起赚钱,fraud
772,要么是top的奋斗b,normal
773,要不一起疯狂之后再死吧,normal
774,"[CQ:reply,id=-716856660]清深不考虑，感觉为了毕业证不值得",normal
775,责，然后想夹一下,normal
776,别尬黑,normal
777,不过比较贵,normal
778,她比我矮很多,normal
779,而且感觉老师对我的课设都比我的比赛感兴趣,normal
780,收数据库、操作系统真题,normal
781,"[CQ:face,id=344][CQ:face,id=344]给我咬好几个大包",normal
782,"考试难不难我不好说[CQ:face,id=178]",normal
783,"[CQ:reply,id=587424921]不知道",normal
784,"[CQ:reply,id=1389270986]这很明显是爱情来了",normal
785,"软院报录比也不低了[CQ:face,id=344]",normal
786,好的好的,normal
787,线下还要去北京,normal
788,15r找个同学帮忙从宿舍拿东西到旋转门,normal
789,我记得这个比亚迪,normal
790,经济学原理考的挺简单，都是原题,normal
791,主校区没算,normal
792,okok,normal
793,"党史几点下课，说几号考试了吗[CQ:face,id=5]",normal
794,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：849516273，赶紧加入吧,fraud
795,而且整个人变得更健康了,normal
796,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：328964175，一起奉献爱心。,fraud
797,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：876543219，详聊,fraud
798,不认识200拿下,normal
799,满五个禁,normal
800,"[CQ:face,id=277]",normal
801,线下见面打个招呼,normal
802,这么说还真是个坑,normal
803,听着像钓鱼,normal
804,阔以,normal
805,别讲了哥，我呼吸都是一抽一抽的了,normal
806,zzh,normal
807,我都没说过。?,normal
808,"[CQ:reply,id=392786057][CQ:at,qq=3094239050] [CQ:at,qq=3094239050] 那没事",normal
809,"[CQ:reply,id=-1271714678]这什么话啊，正常聊天和性暗示聊天肯定不一样啊",normal
810,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息。群号：764291358。,fraud
811,总不能人人都又丑又矮吧,normal
812,"确实[CQ:face,id=338]",normal
813,算了吧,normal
814,电信：我谢谢你们,normal
815,机械咱们学校往届有硕博的,normal
816,想升学去电智，去电计的话只能保本校,normal
817,"求问经济学原理的考试是在小学期的第几周[CQ:face,id=324][CQ:face,id=324]",normal
818,我这学期选了习思想 尔雅的 就是这样,normal
819,硕士毕业就业,normal
820,谁言人族无大帝,normal
821,群主，我想问下，咱们六一福利还是不是跟以前一样每人 5000美金现金+2根金条+20瓶茅台 +8箱阳澄湖大闸蟹 +4斤藏红花 +10盒燕窝+8盒虫草+ iPhone 14 Pro Max 1TB 暗紫色+Lv trianer 黑色和牛仔蓝共两双+一条不锈钢裤衩+一箱黄桃罐头+辣椒炒肉+大葱蘸酱+钙奶片+游戏礼包+一箱连花清瘟+一条中华+一箱奥利奥+一箱薯片+一箱康师傅泡面+一个对象+一个英国爵位+三个詹姆斯韦布望远镜使用权+五个舔狗+三套高定礼服+一个手办+包年b站大会员+包年腾讯会员+一条大金链子+5套cos服+语数英物化家教政地生历老师+10个648+9999个纠缠之缘（原神）+100个二次元人物的立牌+999999个回声（第五）＋999999999999个星石（hp）+114514根蜡烛（光遇）+1000颗心（光遇）+一套北京四合院+99999999磕钻石（mc）+12个大月卡（原神）+一杯阿华田+奶茶+一个豌豆射手+一只布偶猫+一只三花猫+一只金毛+一只萨摩耶+一只贵宾犬+一只美短+喜灰电影票+熊出没电影票+无限兑换码+丝之歌+一个apple watch series8爱马仕表带版+银行卡打款100亿美金+一台黑色的华为mate50+保时捷12+512G +一部蓝色的iPhone14Pro max 512G+一个Steam deck+一台Mac Pro （28 核 2.5GHz Intel Xeon W 28 核、56 线程 Turbo Boost 最高可达 4.4GHz 66.5MB 缓存 支持 2933MHz 内存 1.5TB AMD Radeon Pro W6800X Duo Apple Afterburner ProRes 和 ProRes RAW 加速卡 8TB 固态硬盘）+一台Pro Display XDR显示器（Nano-texture 纳米纹理玻璃面板+Pro Stand 支架）+一台ROG枪神6Plus 第12代英特尔酷睿17.3英寸游戏本笔记本电脑(i9-12900H 液金导热 32G 1TB 2.5K RTX3080Ti )+一辆劳斯莱斯库里南+一架波音747+湾流G-550（Gulfstream G-550私人飞机，兰博基尼Aventador Roadster特别版+一个switch oled外加200套随机游戏+一栋汤臣一品吗,normal
822,真的,normal
823,没看到,normal
824,不要考虑恩比德这个不存在的人,normal
825,好的，谢谢兄弟！,normal
826,"[CQ:reply,id=-834301876]？",normal
827,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：951287346。,fraud
828,他校队二把手都没上90,normal
829,体测不及格没奖学金资格,normal
830,情商这个东西又不是就为了求偶,normal
831,太狠了,normal
832,"建议按寝室进群，一个寝室进来一个人[CQ:face,id=178]",normal
833,120以下都不要紧,normal
834,"感谢，我是想问问难度大不大[CQ:face,id=317]",normal
835,群里面志愿者是这样说的,normal
836,回国真不行,normal
837,"[CQ:reply,id=633802944][CQ:at,qq=3230877356] [CQ:at,qq=3230877356] 打印吧？",normal
838,特别是蒋老师,normal
839,？,normal
840,每别的意思,normal
841,就这啊,normal
842,"c++怎么速成啊xdm[CQ:face,id=5]",normal
843,对啊,normal
844,老子每堂课都去了,normal
845,电信学部保研率唉,normal
846,准备个openart,normal
847,我舍友说比体能课还累,normal
848,"[CQ:face,id=342][CQ:face,id=342][CQ:face,id=342]",normal
849,细说,normal
850,嗯,normal
851,同学们好呀，这是我们学校勤工俭学协会服务中心的QQ群，平时空闲的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：586241739。,fraud
852,我是20多天前去测的,normal
853,我抄，neu✌️,normal
854,"[CQ:reply,id=-440396641][CQ:at,qq=1416690753] 结",normal
855,群友有大物17年之后的期末题吗,normal
856,?,normal
857,"[CQ:reply,id=-1482030966]今天都最后一天了[CQ:face,id=277]",normal
858,"谨言慎行[CQ:face,id=178][CQ:face,id=178][CQ:face,id=178]",normal
859,热死,normal
860,"[CQ:face,id=182][CQ:face,id=264]",normal
861,95-99的多,normal
862,比如五五分的身材,normal
863,不用绝食，控制饮食就能瘦的很轻松,normal
864,不爱其他动物更是……,normal
865,国际班吗,normal
866,选哪个,normal
867,招聘勤工俭学兼职，日结150-200元，线上工作，无需出校门。加入QQ群：517483629，获取详细信息。,fraud
868,"amd没cuda[CQ:face,id=317]",normal
869,"[CQ:reply,id=251887582]好奇你爸干不干你",normal
870,南大含金量高,normal
871,我感觉应该很多人没及格,normal
872,"[CQ:reply,id=1657315331][CQ:at,qq=927738956] [CQ:at,qq=927738956] 我们只有七八个比赛加分",normal
873,怎么说呢,normal
874,为啥叫老虎斌斌,normal
875,被杀是吧,normal
876,我也没缺席啊?,normal
877,小学期蚊子吃人吗,normal
878,会问你小组成员工作量,normal
879,我们高二停课搞竞赛,normal
880,还没录进去,normal
881,态嗅辣,normal
882,选修挂科影响出国？,normal
883,我是沃尔玛购物袋,normal
884,"[CQ:reply,id=-1074130928][CQ:at,qq=1357290132] [CQ:at,qq=1357290132] 挺高的",normal
885,好好好,normal
886,所以其实是4个进了决赛，4/900的比例还是挺大的,normal
887,我现在还在想怎么样向外校老师套磁呢,normal
888,收软国往年C++期末题,normal
889,然后那个包扎伤员,normal
890,下课必须去luaoliao,normal
891,第三，要想拓展视野可以看别的学校的教材或者是考研资料,normal
892,保修不保这个的吗,normal
893,"没，其他人更摆，还是学一[CQ:face,id=264]",normal
894,但是体育成绩体测那项是两次取最高好像,normal
895,反正很难绷,normal
896,"一半也行[CQ:face,id=187][CQ:face,id=187][CQ:face,id=187]",normal
897,"[CQ:reply,id=1150574661]我听说了没笑死我",normal
898,但我还是有点悲伤,normal
899,启蒙还得是百度贴吧,normal
900,科大可以跨力学,normal
901,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,normal
902,有无佬,normal
903,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：576924831，一起赚钱,fraud
904,反正我是懒得待了,normal
905,一周三次,normal
906,北上广深的放假属于不可望不可及,normal
907,家人们，京东的大连理工大学小蜜蜂智慧服务中心在哪儿啊,normal
908,然后把主校区改成开发区就发过来了,normal
909,十元求观后感,normal
910,都是自学,normal
911,"[CQ:face,id=282]",normal
912,群友有知道,normal
913,蓝桥杯算法练习赛罢了,normal
914,"[CQ:reply,id=889963771][CQ:at,qq=2282641490] 结",normal
915,招募志愿者，无需经验，时间灵活，日结200元。加入QQ群：638495217，一起奉献爱心。,fraud
916,意识到男女思维差异和社会现状之后就发现其实处对象也没啥好玩的,normal
917,"[CQ:reply,id=1286820840]重装系统",normal
918,"[CQ:reply,id=-1606810397]正确的，计科卷王一大堆",normal
919,"突然开始佩服童锦程了，能让女生为他花钱[CQ:face,id=5]",normal
920,电气不属于电类吗,normal
921,热火可不是76人,normal
922,"鼠鼠已经亏麻了[CQ:face,id=5]",normal
923,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：542316897，一起参与公益活动吧,fraud
924,掉了也有5分，怕啥,normal
925,女性卧推60kg就是大佬了，但是男性卧推60kg还是菜鸡,normal
926,"胡文华老师[CQ:face,id=226]",normal
927,到六月十二号,normal
928,志愿者招募，无需经验，时间灵活，日结200元。加入QQ群：316498257，一起奉献爱心。,fraud
929,我知道,normal
930,群主直接被ban了 笑死,normal
931,纠结,normal
932,教务都是傻狗,normal
933,先研＞科学岛,normal
934,羡慕大一就学完英语的人,normal
935,???,normal
936,阿这,normal
937,联系老师就上岸,normal
938,"[CQ:at,qq=1786263950] 佳名你身边谁考本校啊？能不能来个姓氏首字母，我推测一下",normal
939,同学们好，这是我们学校勤工俭学协会服务中心的QQ群，想做兼职的同学可以加入群聊了解一下，明天将发布新的兼职信息，群号：519843267。,fraud
940,?,normal
941,"海洋是不是跨得有点多了[CQ:face,id=277]",normal
942,speexx考完就能下课嘛,normal
943,跳入天坑是吧,normal
944,正则挺好使的,normal
945,勤工俭学机会来啦，日结180元，无需押金，线上兼职。加入我们的QQ群：459813627，和小伙伴们一起赚外快吧,fraud
946,之前都是乱填,normal
947,为啥呀,normal
948,我感觉考建国以来比较多,normal
949,几年级啊,normal
950,我要是被困在半路，第二天我就上门取你小命?,normal
951,绝食永远反弹,normal
952,好想吃苦瓜啊,normal
953,jason可太好玩了,normal
954,应该还是正常闭卷考吧,normal
955,今年不是考核吗,normal
956,"[CQ:reply,id=581915199]只能解决99%的问题",normal
957,"[CQ:reply,id=1593400568][CQ:at,qq=2269261604] 挤一挤，给我腾个地儿",normal
958,听说有机器?,normal
959,是的呢,normal
960,啊？,normal
961,"综二几零几[CQ:face,id=277]",normal
962,急招勤工俭学，男女生不限，日结150-200元。欢迎加入QQ群：582943716，详聊,fraud
963,"[CQ:reply,id=-931071250][CQ:at,qq=1034456463] [CQ:at,qq=1034456463] 来学生工",normal
964,是这样的,normal
965,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：612943587，详聊,fraud
966,呵呵~是夸我吗？,normal
967,我12：40来的,normal
968,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：835217469，赶紧加入吧,fraud
969,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：637591824，详聊,fraud
970,北航 北理大约什么时候出?,normal
971,令希最早啥时候能进,normal
972,通知在哪儿看啊,normal
973,大工软院还行的,normal
974,但是保研没有竞赛怎么活?,normal
975,下半身用弹力带,normal
976,会不会很难,normal
977,但是最后还得是看工作,normal
978,用的人还长手了呢,normal
979,不用带,normal
980,我们报名费都没得报销,normal
981,那可能是我以前登过,normal
982,那你为啥,normal
983,急需勤工俭学，男女生不限，日结180元，线上兼职，无需出校门。加入QQ群：854621739，赶紧加入吧,fraud
984,好的谢谢你,normal
985,不是说学校有要求吗，教室得有一定的人数,normal
986,离谱,normal
987,"家人们 大英四的成绩构成是什么样的 我们老师没说[CQ:face,id=5]",normal
988,至少大家是自由的,normal
989,现在就正常亲人,normal
990,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：429856731，一起参与公益活动吧,fraud
991,"[CQ:face,id=178]",normal
992,太典了,normal
993,一个女生,normal
994,直接拿到老师ppt开背,normal
995,泪目了,normal
996,"[CQ:reply,id=-1984960519][CQ:at,qq=744380395] [CQ:at,qq=744380395] 我比较社恐，不太方便认识",normal
997,比不了,normal
998,"[CQ:reply,id=-320049181][CQ:at,qq=2684774530] 鼎 桥",normal
999,太爽了，查重还查不到,normal
1000,毕竟两千人大群,normal
1001,图书馆冷气是定时开放吗,normal
1002,不要慌,normal
1003,也就这点优势了,normal
1004,120×190吗,normal
1005,会不会不收哈哈哈哈,normal
1006,"这个表有两个表单[CQ:face,id=264]",normal
1007,"[CQ:face,id=129][CQ:face,id=129]",normal
1008,"[CQ:reply,id=-1271714678]至少得有点边界感",normal
1009,是不是填串了,normal
1010,然后他坚定的跑路了,normal
1011,"[CQ:face,id=311,type=sticker]",normal
1012,那地方有啥好的,normal
1013,理论上可以,normal
1014,Jason好像还不承认speexx这个东西,normal
1015,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：729831456，快来了解一下,fraud
1016,鉴定为还好没追上,normal
1017,"[CQ:reply,id=1628937814][CQ:at,qq=1034456463] [CQ:at,qq=1034456463] 把乒乓球改成原神[CQ:face,id=339]",normal
1018,空天一年收七八批,normal
1019,经济学原理咋都一千一人选了,normal
1020,甚至都没有卷,normal
1021,为啥出了一阵子又没了，然后一直到现在,normal
1022,那个徒步走,normal
1023,这学期一次93，一次79,normal
1024,matlab,normal
1025,还真是,normal
1026,我都怀疑自己是疯子了,normal
1027,啥也不说了，我马上就转专业,normal
1028,不可能的,normal
1029,要你自己觉得,normal
1030,收收收,normal
1031,彭于晏?,normal
1032,不是及格就满分吗,normal
1033,话说空天院春令营出名单了吗,normal
1034,主要我对那种事情没兴趣,normal
1035,你们为啥有??,normal
1036,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：623941758，详聊,fraud
1037,跟溜冰一样,normal
1038,不同学科没法比的,normal
1039,对,normal
1040,真假,normal
1041,这都是她请假的理由,normal
1042,一堆人留到最后一天,normal
1043,到季节的时候也这么贵吗,normal
1044,太强了,normal
1045,他说期末考试,normal
1046,"[CQ:face,id=265]",normal
1047,"开始怀念疫情时代了[CQ:face,id=226]",normal
1048,乐,normal
1049,欢迎报考,normal
1050,山神跟我想法一样,normal
1051,果然，这个群每天都在让我开眼界,normal
1052,好像有诶，不过去年的事不大记得了,normal
1053,正式工作1w,normal
1054,食堂一楼这逼雪糕是一点也不照顾穷逼,normal
1055,"[CQ:face,id=36]啥也不懂，有没有什么量化的解释",normal
1056,同学们好，有没有想要做兼职的小伙伴呢？我们的勤工俭学服务中心QQ群欢迎大家加入，群内有发布兼职信息，群号：983725416。,fraud
1057,因为我莽,normal
1058,"[CQ:reply,id=-1078682732][CQ:face,id=277]",normal
1059,舍友结了嘛,normal
1060,"那有啥理由要我[CQ:face,id=344]",normal
1061,"[CQ:reply,id=-1826505687][CQ:at,qq=2175914720] 真没啊到底了[CQ:at,qq=2175914720]",normal
1062,我也一天两次,normal
1063,学校勤工俭学服务中心QQ群，提供线上兼职信息。群号：712589364，快来了解一下,fraud
1064,招募勤工俭学同学（男女不限），日结150-200元，无需押金，线上兼职。加入QQ群：524319786，一起赚钱,fraud
1065,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：512697348，一起参与公益活动吧,fraud
1066,旁边就是b楼，那么多自习位,normal
1067,"蹲一个姜秉权的联系方式[CQ:face,id=341]有点事情想问问",normal
1068,但是老师给分高,normal
1069,邮局,normal
1070,缓考没有平时分,normal
1071,"问问群佬互联网+是干什么的[CQ:face,id=111]怎么组队，要干什么，好拿奖嘛",normal
1072,只要够自律,normal
1073,你给你女朋友口,normal
1074,清华预推免可以报几个呀，听说是3个？,normal
1075,他没给我们录,normal
1076,不难,normal
1077,我那上面全没成绩,normal
1078,大连樱桃太贵了，不建议,normal
1079,而是不管谁出问题了负责的都是学生（（（,normal
1080,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：739415826，获取更多信息。,fraud
1081,"[CQ:face,id=297]",normal
1082,还是你所谓的保研头部就是绩点前几,normal
1083,都不知道放多久了,normal
1084,反正都要重修,normal
1085,又不是头部保研哥,normal
1086,呃,normal
1087,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：623189547。,fraud
1088,感觉机械5%以后上交就无缘了,normal
1089,怎能 还突然有这个,normal
1090,"[CQ:reply,id=-1775853850][CQ:at,qq=1066305935] [CQ:at,qq=1066305935] 实名硬冲最抽象了",normal
1091,一般转专业是什么时候开始,normal
1092,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：416529837，一起参与公益活动吧,fraud
1093,题库答案都做不到自己负责,normal
1094,测完没成绩,normal
1095,专业分流不换,normal
1096,我忘了哪个学院了,normal
1097,确实是这样的,normal
1098,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：517634829，一起赚钱,fraud
1099,很有可能,normal
1100,大物实验,normal
1101,对啊，报名又不要推荐信。,normal
1102,"[CQ:reply,id=-1622829710][CQ:at,qq=3356714195] 离大谱",normal
1103,我觉得试一下是对的,normal
1104,在北上租房多少有点难顶,normal
1105,"它为什么全是日语，一点教程都没有[CQ:face,id=344]",normal
1106,兼职勤工俭学，每日结算，待遇优厚。加入QQ群：629178435，详聊,fraud
1107,请问无机实验考试会考些什么东西呀,normal
1108,但是打算继续混学术圈,normal
1109,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：712546839，一起参与公益活动吧,fraud
1110,kakikukeko,normal
1111,cv是啥,normal
1112,校内加分，得打一下,normal
1113,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息，群号：593816427。,fraud
1114,我从来没试过,normal
1115,一个是关于d区的，一个是关于前沿化学的,normal
1116,你的论文被别人抄了,normal
1117,欢迎加入勤工俭学服务中心QQ群，平时空闲的同学可以了解一下兼职信息。群号：623485791。,fraud
1118,"谁不想搞纯爱呢[CQ:face,id=5]",normal
1119,往年南开都是清一色录取本校的,normal
1120,"[CQ:reply,id=937575023][CQ:at,qq=1819345998] [CQ:at,qq=1819345998] 啊？",normal
1121,人妖更接受不了,normal
1122,好像最多半年？,normal
1123,我想通了,normal
1124,只会八嘎牙路,normal
1125,不知道硕士能不能捞,normal
1126,沁园,normal
1127,"[CQ:reply,id=-619401342]小红书一堆反串引战的",normal
1128,高中晚上一般十一点多就睡了,normal
1129,兼职勤工俭学，工资日结180元，无需出校门。欢迎加入QQ群：574916328，一起赚钱,fraud
1130,"[CQ:reply,id=287736034][CQ:at,qq=927738956] [CQ:at,qq=927738956] 电科好像就不在",normal
1131,招聘勤工俭学兼职，每日结算，待遇优厚。加入QQ群：619483527，详聊,fraud
1132,我记得生活区有个洞,normal
1133,同求 20 楼上优先,normal
1134,"劝了我看啥[CQ:face,id=277]",normal
1135,"[CQ:reply,id=-1138206935][CQ:at,qq=2412211399] [CQ:at,qq=2412211399] 好家伙",normal
1136,那看来得背知识点了,normal
1137,勤工俭学机会来了，工资日结150元，无需押金。加入QQ群：813592476，获取更多信息。,fraud
1138,"[CQ:reply,id=-2112009955][CQ:at,qq=927738956] [CQ:at,qq=927738956] 我们也是",normal
1139,"[CQ:reply,id=35553044]这种应该类比的是",normal
1140,反正机械有,normal
1141,我们班两三个人在一生一心,normal
1142,"[CQ:reply,id=97788141][CQ:at,qq=2567111255] [CQ:at,qq=2567111255] 小车[CQ:face,id=277]",normal
1143,今晚社会学找个代课，5：30-8：00,normal
1144,不如直接拍卖,normal
1145,美女确实没那么颜控吧,normal
1146,学车千万别去安顺,normal
1147,电赛推荐电院和信号,normal
1148,喝了九瓶了，人都迷糊了,normal
1149,"[CQ:face,id=325][CQ:face,id=325]",normal
1150,我有两次半没写出来。,normal
1151,124在数院老师面前,normal
1152,手头的书不看,normal
1153,"[CQ:at,qq=1905421031] 你破什么防",normal
1154,"我听另一个学长说不用[CQ:face,id=344]",normal
1155,沉淀,normal
1156,中原地区,normal
1157,长相什么的最好不要乱指指点点,normal
1158,都没有吗,normal
1159,军训的教官是哪里的,normal
1160,内涵谁呢,normal
1161,请问怎么有家教需求怎么联系家教中心 是有平台吗,normal
1162,招募志愿者，无需经验，时间自由，日结180元。加入QQ群：496128357，一起参与公益活动吧,fraud
1163,什么卷王,normal
1164,不靠谱,normal
1165,那你直接骂教务,normal
1166,电信是先分流再小学期吗,normal
